,module_category,component_category,year,month,time
931,M2,P30,2010,1,25
932,M2,P30,2010,2,26
933,M2,P30,2010,3,27
934,M2,P30,2010,4,28
935,M2,P30,2010,5,29
936,M2,P30,2010,6,30
937,M2,P30,2010,7,31
938,M2,P30,2010,8,32
939,M2,P30,2010,9,33
940,M2,P30,2010,10,34
941,M2,P30,2010,11,35
942,M2,P30,2010,12,36
943,M2,P30,2011,1,37
944,M2,P30,2011,2,38
945,M2,P30,2011,3,39
946,M2,P30,2011,4,40
947,M2,P30,2011,5,41
948,M2,P30,2011,6,42
949,M2,P30,2011,7,43
950,M2,P31,2010,1,25
951,M2,P31,2010,2,26
952,M2,P31,2010,3,27
953,M2,P31,2010,4,28
954,M2,P31,2010,5,29
955,M2,P31,2010,6,30
956,M2,P31,2010,7,31
957,M2,P31,2010,8,32
958,M2,P31,2010,9,33
959,M2,P31,2010,10,34
960,M2,P31,2010,11,35
961,M2,P31,2010,12,36
962,M2,P31,2011,1,37
963,M2,P31,2011,2,38
964,M2,P31,2011,3,39
965,M2,P31,2011,4,40
966,M2,P31,2011,5,41
967,M2,P31,2011,6,42
968,M2,P31,2011,7,43
969,M3,P01,2010,1,25
970,M3,P01,2010,2,26
971,M3,P01,2010,3,27
972,M3,P01,2010,4,28
973,M3,P01,2010,5,29
974,M3,P01,2010,6,30
975,M3,P01,2010,7,31
976,M3,P01,2010,8,32
977,M3,P01,2010,9,33
978,M3,P01,2010,10,34
979,M3,P01,2010,11,35
980,M3,P01,2010,12,36
981,M3,P01,2011,1,37
982,M3,P01,2011,2,38
983,M3,P01,2011,3,39
984,M3,P01,2011,4,40
985,M3,P01,2011,5,41
986,M3,P01,2011,6,42
987,M3,P01,2011,7,43
988,M3,P02,2010,1,25
989,M3,P02,2010,2,26
990,M3,P02,2010,3,27
991,M3,P02,2010,4,28
992,M3,P02,2010,5,29
993,M3,P02,2010,6,30
994,M3,P02,2010,7,31
995,M3,P02,2010,8,32
996,M3,P02,2010,9,33
997,M3,P02,2010,10,34
998,M3,P02,2010,11,35
999,M3,P02,2010,12,36
1000,M3,P02,2011,1,37
1001,M3,P02,2011,2,38
1002,M3,P02,2011,3,39
1003,M3,P02,2011,4,40
1004,M3,P02,2011,5,41
1005,M3,P02,2011,6,42
1006,M3,P02,2011,7,43
1007,M3,P03,2010,1,25
1008,M3,P03,2010,2,26
1009,M3,P03,2010,3,27
1010,M3,P03,2010,4,28
1011,M3,P03,2010,5,29
1012,M3,P03,2010,6,30
1013,M3,P03,2010,7,31
1014,M3,P03,2010,8,32
1015,M3,P03,2010,9,33
1016,M3,P03,2010,10,34
1017,M3,P03,2010,11,35
1018,M3,P03,2010,12,36
1019,M3,P03,2011,1,37
1020,M3,P03,2011,2,38
1021,M3,P03,2011,3,39
1022,M3,P03,2011,4,40
1023,M3,P03,2011,5,41
1024,M3,P03,2011,6,42
1025,M3,P03,2011,7,43
1026,M3,P04,2010,1,25
1027,M3,P04,2010,2,26
1028,M3,P04,2010,3,27
1029,M3,P04,2010,4,28
1030,M3,P04,2010,5,29
1031,M3,P04,2010,6,30
1032,M3,P04,2010,7,31
1033,M3,P04,2010,8,32
1034,M3,P04,2010,9,33
1035,M3,P04,2010,10,34
1036,M3,P04,2010,11,35
1037,M3,P04,2010,12,36
1038,M3,P04,2011,1,37
1039,M3,P04,2011,2,38
1040,M3,P04,2011,3,39
1041,M3,P04,2011,4,40
1042,M3,P04,2011,5,41
1043,M3,P04,2011,6,42
1044,M3,P04,2011,7,43
1045,M3,P05,2010,1,25
1046,M3,P05,2010,2,26
1047,M3,P05,2010,3,27
1048,M3,P05,2010,4,28
1049,M3,P05,2010,5,29
1050,M3,P05,2010,6,30
1051,M3,P05,2010,7,31
1052,M3,P05,2010,8,32
1053,M3,P05,2010,9,33
1054,M3,P05,2010,10,34
1055,M3,P05,2010,11,35
1056,M3,P05,2010,12,36
1057,M3,P05,2011,1,37
1058,M3,P05,2011,2,38
1059,M3,P05,2011,3,39
1060,M3,P05,2011,4,40
1061,M3,P05,2011,5,41
1062,M3,P05,2011,6,42
1063,M3,P05,2011,7,43
1064,M3,P06,2010,1,25
1065,M3,P06,2010,2,26
1066,M3,P06,2010,3,27
1067,M3,P06,2010,4,28
1068,M3,P06,2010,5,29
1069,M3,P06,2010,6,30
1070,M3,P06,2010,7,31
1071,M3,P06,2010,8,32
1072,M3,P06,2010,9,33
1073,M3,P06,2010,10,34
1074,M3,P06,2010,11,35
1075,M3,P06,2010,12,36
1076,M3,P06,2011,1,37
1077,M3,P06,2011,2,38
1078,M3,P06,2011,3,39
1079,M3,P06,2011,4,40
1080,M3,P06,2011,5,41
1081,M3,P06,2011,6,42
1082,M3,P06,2011,7,43
1083,M3,P09,2010,1,25
1084,M3,P09,2010,2,26
1085,M3,P09,2010,3,27
1086,M3,P09,2010,4,28
1087,M3,P09,2010,5,29
1088,M3,P09,2010,6,30
1089,M3,P09,2010,7,31
1090,M3,P09,2010,8,32
1091,M3,P09,2010,9,33
1092,M3,P09,2010,10,34
1093,M3,P09,2010,11,35
1094,M3,P09,2010,12,36
1095,M3,P09,2011,1,37
1096,M3,P09,2011,2,38
1097,M3,P09,2011,3,39
1098,M3,P09,2011,4,40
1099,M3,P09,2011,5,41
1100,M3,P09,2011,6,42
1101,M3,P09,2011,7,43
1102,M3,P10,2010,1,25
1103,M3,P10,2010,2,26
1104,M3,P10,2010,3,27
1105,M3,P10,2010,4,28
1106,M3,P10,2010,5,29
1107,M3,P10,2010,6,30
1108,M3,P10,2010,7,31
1109,M3,P10,2010,8,32
1110,M3,P10,2010,9,33
1111,M3,P10,2010,10,34
1112,M3,P10,2010,11,35
1113,M3,P10,2010,12,36
1114,M3,P10,2011,1,37
1115,M3,P10,2011,2,38
1116,M3,P10,2011,3,39
1117,M3,P10,2011,4,40
1118,M3,P10,2011,5,41
1119,M3,P10,2011,6,42
1120,M3,P10,2011,7,43
1121,M3,P11,2010,1,25
1122,M3,P11,2010,2,26
1123,M3,P11,2010,3,27
1124,M3,P11,2010,4,28
1125,M3,P11,2010,5,29
1126,M3,P11,2010,6,30
1127,M3,P11,2010,7,31
1128,M3,P11,2010,8,32
1129,M3,P11,2010,9,33
1130,M3,P11,2010,10,34
1131,M3,P11,2010,11,35
1132,M3,P11,2010,12,36
1133,M3,P11,2011,1,37
1134,M3,P11,2011,2,38
1135,M3,P11,2011,3,39
1136,M3,P11,2011,4,40
1137,M3,P11,2011,5,41
1138,M3,P11,2011,6,42
1139,M3,P11,2011,7,43
1140,M3,P12,2010,1,25
1141,M3,P12,2010,2,26
1142,M3,P12,2010,3,27
1143,M3,P12,2010,4,28
1144,M3,P12,2010,5,29
1145,M3,P12,2010,6,30
1146,M3,P12,2010,7,31
1147,M3,P12,2010,8,32
1148,M3,P12,2010,9,33
1149,M3,P12,2010,10,34
1150,M3,P12,2010,11,35
1151,M3,P12,2010,12,36
1152,M3,P12,2011,1,37
1153,M3,P12,2011,2,38
1154,M3,P12,2011,3,39
1155,M3,P12,2011,4,40
1156,M3,P12,2011,5,41
1157,M3,P12,2011,6,42
1158,M3,P12,2011,7,43
1159,M3,P13,2010,1,25
1160,M3,P13,2010,2,26
1161,M3,P13,2010,3,27
1162,M3,P13,2010,4,28
1163,M3,P13,2010,5,29
1164,M3,P13,2010,6,30
1165,M3,P13,2010,7,31
1166,M3,P13,2010,8,32
1167,M3,P13,2010,9,33
1168,M3,P13,2010,10,34
1169,M3,P13,2010,11,35
1170,M3,P13,2010,12,36
1171,M3,P13,2011,1,37
1172,M3,P13,2011,2,38
1173,M3,P13,2011,3,39
1174,M3,P13,2011,4,40
1175,M3,P13,2011,5,41
1176,M3,P13,2011,6,42
1177,M3,P13,2011,7,43
1178,M3,P15,2010,1,25
1179,M3,P15,2010,2,26
1180,M3,P15,2010,3,27
1181,M3,P15,2010,4,28
1182,M3,P15,2010,5,29
1183,M3,P15,2010,6,30
1184,M3,P15,2010,7,31
1185,M3,P15,2010,8,32
1186,M3,P15,2010,9,33
1187,M3,P15,2010,10,34
1188,M3,P15,2010,11,35
1189,M3,P15,2010,12,36
1190,M3,P15,2011,1,37
1191,M3,P15,2011,2,38
1192,M3,P15,2011,3,39
1193,M3,P15,2011,4,40
1194,M3,P15,2011,5,41
1195,M3,P15,2011,6,42
1196,M3,P15,2011,7,43
1197,M3,P16,2010,1,25
1198,M3,P16,2010,2,26
1199,M3,P16,2010,3,27
1200,M3,P16,2010,4,28
1201,M3,P16,2010,5,29
1202,M3,P16,2010,6,30
1203,M3,P16,2010,7,31
1204,M3,P16,2010,8,32
1205,M3,P16,2010,9,33
1206,M3,P16,2010,10,34
1207,M3,P16,2010,11,35
1208,M3,P16,2010,12,36
1209,M3,P16,2011,1,37
1210,M3,P16,2011,2,38
1211,M3,P16,2011,3,39
1212,M3,P16,2011,4,40
1213,M3,P16,2011,5,41
1214,M3,P16,2011,6,42
1215,M3,P16,2011,7,43
1216,M3,P17,2010,1,25
1217,M3,P17,2010,2,26
1218,M3,P17,2010,3,27
1219,M3,P17,2010,4,28
1220,M3,P17,2010,5,29
1221,M3,P17,2010,6,30
1222,M3,P17,2010,7,31
1223,M3,P17,2010,8,32
1224,M3,P17,2010,9,33
1225,M3,P17,2010,10,34
1226,M3,P17,2010,11,35
1227,M3,P17,2010,12,36
1228,M3,P17,2011,1,37
1229,M3,P17,2011,2,38
1230,M3,P17,2011,3,39
1231,M3,P17,2011,4,40
1232,M3,P17,2011,5,41
1233,M3,P17,2011,6,42
1234,M3,P17,2011,7,43
1235,M3,P18,2010,1,25
1236,M3,P18,2010,2,26
1237,M3,P18,2010,3,27
1238,M3,P18,2010,4,28
1239,M3,P18,2010,5,29
1240,M3,P18,2010,6,30
1241,M3,P18,2010,7,31
1242,M3,P18,2010,8,32
1243,M3,P18,2010,9,33
1244,M3,P18,2010,10,34
1245,M3,P18,2010,11,35
1246,M3,P18,2010,12,36
1247,M3,P18,2011,1,37
1248,M3,P18,2011,2,38
1249,M3,P18,2011,3,39
1250,M3,P18,2011,4,40
1251,M3,P18,2011,5,41
1252,M3,P18,2011,6,42
1253,M3,P18,2011,7,43
1254,M3,P19,2010,1,25
1255,M3,P19,2010,2,26
1256,M3,P19,2010,3,27
1257,M3,P19,2010,4,28
1258,M3,P19,2010,5,29
1259,M3,P19,2010,6,30
1260,M3,P19,2010,7,31
1261,M3,P19,2010,8,32
1262,M3,P19,2010,9,33
1263,M3,P19,2010,10,34
1264,M3,P19,2010,11,35
1265,M3,P19,2010,12,36
1266,M3,P19,2011,1,37
1267,M3,P19,2011,2,38
1268,M3,P19,2011,3,39
1269,M3,P19,2011,4,40
1270,M3,P19,2011,5,41
1271,M3,P19,2011,6,42
1272,M3,P19,2011,7,43
1273,M3,P20,2010,1,25
1274,M3,P20,2010,2,26
1275,M3,P20,2010,3,27
1276,M3,P20,2010,4,28
1277,M3,P20,2010,5,29
1278,M3,P20,2010,6,30
1279,M3,P20,2010,7,31
1280,M3,P20,2010,8,32
1281,M3,P20,2010,9,33
1282,M3,P20,2010,10,34
1283,M3,P20,2010,11,35
1284,M3,P20,2010,12,36
1285,M3,P20,2011,1,37
1286,M3,P20,2011,2,38
1287,M3,P20,2011,3,39
1288,M3,P20,2011,4,40
1289,M3,P20,2011,5,41
1290,M3,P20,2011,6,42
1291,M3,P20,2011,7,43
1292,M3,P21,2010,1,25
1293,M3,P21,2010,2,26
1294,M3,P21,2010,3,27
1295,M3,P21,2010,4,28
1296,M3,P21,2010,5,29
1297,M3,P21,2010,6,30
1298,M3,P21,2010,7,31
1299,M3,P21,2010,8,32
1300,M3,P21,2010,9,33
1301,M3,P21,2010,10,34
1302,M3,P21,2010,11,35
1303,M3,P21,2010,12,36
1304,M3,P21,2011,1,37
1305,M3,P21,2011,2,38
1306,M3,P21,2011,3,39
1307,M3,P21,2011,4,40
1308,M3,P21,2011,5,41
1309,M3,P21,2011,6,42
1310,M3,P21,2011,7,43
1311,M3,P22,2010,1,25
1312,M3,P22,2010,2,26
1313,M3,P22,2010,3,27
1314,M3,P22,2010,4,28
1315,M3,P22,2010,5,29
1316,M3,P22,2010,6,30
1317,M3,P22,2010,7,31
1318,M3,P22,2010,8,32
1319,M3,P22,2010,9,33
1320,M3,P22,2010,10,34
1321,M3,P22,2010,11,35
1322,M3,P22,2010,12,36
1323,M3,P22,2011,1,37
1324,M3,P22,2011,2,38
1325,M3,P22,2011,3,39
1326,M3,P22,2011,4,40
1327,M3,P22,2011,5,41
1328,M3,P22,2011,6,42
1329,M3,P22,2011,7,43
1330,M3,P23,2010,1,25
1331,M3,P23,2010,2,26
1332,M3,P23,2010,3,27
1333,M3,P23,2010,4,28
1334,M3,P23,2010,5,29
1335,M3,P23,2010,6,30
1336,M3,P23,2010,7,31
1337,M3,P23,2010,8,32
1338,M3,P23,2010,9,33
1339,M3,P23,2010,10,34
1340,M3,P23,2010,11,35
1341,M3,P23,2010,12,36
1342,M3,P23,2011,1,37
1343,M3,P23,2011,2,38
1344,M3,P23,2011,3,39
1345,M3,P23,2011,4,40
1346,M3,P23,2011,5,41
1347,M3,P23,2011,6,42
1348,M3,P23,2011,7,43
1349,M3,P24,2010,1,25
1350,M3,P24,2010,2,26
1351,M3,P24,2010,3,27
1352,M3,P24,2010,4,28
1353,M3,P24,2010,5,29
1354,M3,P24,2010,6,30
1355,M3,P24,2010,7,31
1356,M3,P24,2010,8,32
1357,M3,P24,2010,9,33
1358,M3,P24,2010,10,34
1359,M3,P24,2010,11,35
1360,M3,P24,2010,12,36
1361,M3,P24,2011,1,37
1362,M3,P24,2011,2,38
1363,M3,P24,2011,3,39
1364,M3,P24,2011,4,40
1365,M3,P24,2011,5,41
1366,M3,P24,2011,6,42
1367,M3,P24,2011,7,43
1368,M3,P25,2010,1,25
1369,M3,P25,2010,2,26
1370,M3,P25,2010,3,27
1371,M3,P25,2010,4,28
1372,M3,P25,2010,5,29
1373,M3,P25,2010,6,30
1374,M3,P25,2010,7,31
1375,M3,P25,2010,8,32
1376,M3,P25,2010,9,33
1377,M3,P25,2010,10,34
1378,M3,P25,2010,11,35
1379,M3,P25,2010,12,36
1380,M3,P25,2011,1,37
1381,M3,P25,2011,2,38
1382,M3,P25,2011,3,39
1383,M3,P25,2011,4,40
1384,M3,P25,2011,5,41
1385,M3,P25,2011,6,42
1386,M3,P25,2011,7,43
1387,M3,P26,2010,1,25
1388,M3,P26,2010,2,26
1389,M3,P26,2010,3,27
1390,M3,P26,2010,4,28
1391,M3,P26,2010,5,29
1392,M3,P26,2010,6,30
1393,M3,P26,2010,7,31
1394,M3,P26,2010,8,32
1395,M3,P26,2010,9,33
1396,M3,P26,2010,10,34
1397,M3,P26,2010,11,35
1398,M3,P26,2010,12,36
1399,M3,P26,2011,1,37
1400,M3,P26,2011,2,38
1401,M3,P26,2011,3,39
1402,M3,P26,2011,4,40
1403,M3,P26,2011,5,41
1404,M3,P26,2011,6,42
1405,M3,P26,2011,7,43
1406,M3,P27,2010,1,25
1407,M3,P27,2010,2,26
1408,M3,P27,2010,3,27
1409,M3,P27,2010,4,28
1410,M3,P27,2010,5,29
1411,M3,P27,2010,6,30
1412,M3,P27,2010,7,31
1413,M3,P27,2010,8,32
1414,M3,P27,2010,9,33
1415,M3,P27,2010,10,34
1416,M3,P27,2010,11,35
1417,M3,P27,2010,12,36
1418,M3,P27,2011,1,37
1419,M3,P27,2011,2,38
1420,M3,P27,2011,3,39
1421,M3,P27,2011,4,40
1422,M3,P27,2011,5,41
1423,M3,P27,2011,6,42
1424,M3,P27,2011,7,43
1425,M3,P28,2010,1,25
1426,M3,P28,2010,2,26
1427,M3,P28,2010,3,27
1428,M3,P28,2010,4,28
1429,M3,P28,2010,5,29
1430,M3,P28,2010,6,30
1431,M3,P28,2010,7,31
1432,M3,P28,2010,8,32
1433,M3,P28,2010,9,33
1434,M3,P28,2010,10,34
1435,M3,P28,2010,11,35
1436,M3,P28,2010,12,36
1437,M3,P28,2011,1,37
1438,M3,P28,2011,2,38
1439,M3,P28,2011,3,39
1440,M3,P28,2011,4,40
1441,M3,P28,2011,5,41
1442,M3,P28,2011,6,42
1443,M3,P28,2011,7,43
1444,M3,P30,2010,1,25
1445,M3,P30,2010,2,26
1446,M3,P30,2010,3,27
1447,M3,P30,2010,4,28
1448,M3,P30,2010,5,29
1449,M3,P30,2010,6,30
1450,M3,P30,2010,7,31
1451,M3,P30,2010,8,32
1452,M3,P30,2010,9,33
1453,M3,P30,2010,10,34
1454,M3,P30,2010,11,35
1455,M3,P30,2010,12,36
1456,M3,P30,2011,1,37
1457,M3,P30,2011,2,38
1458,M3,P30,2011,3,39
1459,M3,P30,2011,4,40
1460,M3,P30,2011,5,41
1461,M3,P30,2011,6,42
1462,M3,P30,2011,7,43
1463,M3,P31,2010,1,25
1464,M3,P31,2010,2,26
1465,M3,P31,2010,3,27
1466,M3,P31,2010,4,28
1467,M3,P31,2010,5,29
1468,M3,P31,2010,6,30
1469,M3,P31,2010,7,31
1470,M3,P31,2010,8,32
1471,M3,P31,2010,9,33
1472,M3,P31,2010,10,34
1473,M3,P31,2010,11,35
1474,M3,P31,2010,12,36
1475,M3,P31,2011,1,37
1476,M3,P31,2011,2,38
1477,M3,P31,2011,3,39
1478,M3,P31,2011,4,40
1479,M3,P31,2011,5,41
1480,M3,P31,2011,6,42
1481,M3,P31,2011,7,43
1482,M4,P01,2010,1,25
1483,M4,P01,2010,2,26
1484,M4,P01,2010,3,27
1485,M4,P01,2010,4,28
1486,M4,P01,2010,5,29
1487,M4,P01,2010,6,30
1488,M4,P01,2010,7,31
1489,M4,P01,2010,8,32
1490,M4,P01,2010,9,33
1491,M4,P01,2010,10,34
1492,M4,P01,2010,11,35
1493,M4,P01,2010,12,36
1494,M4,P01,2011,1,37
1495,M4,P01,2011,2,38
1496,M4,P01,2011,3,39
1497,M4,P01,2011,4,40
1498,M4,P01,2011,5,41
1499,M4,P01,2011,6,42
1500,M4,P01,2011,7,43
1501,M4,P02,2010,1,25
1502,M4,P02,2010,2,26
1503,M4,P02,2010,3,27
1504,M4,P02,2010,4,28
1505,M4,P02,2010,5,29
1506,M4,P02,2010,6,30
1507,M4,P02,2010,7,31
1508,M4,P02,2010,8,32
1509,M4,P02,2010,9,33
1510,M4,P02,2010,10,34
1511,M4,P02,2010,11,35
1512,M4,P02,2010,12,36
1513,M4,P02,2011,1,37
1514,M4,P02,2011,2,38
1515,M4,P02,2011,3,39
1516,M4,P02,2011,4,40
1517,M4,P02,2011,5,41
1518,M4,P02,2011,6,42
1519,M4,P02,2011,7,43
1520,M4,P04,2010,1,25
1521,M4,P04,2010,2,26
1522,M4,P04,2010,3,27
1523,M4,P04,2010,4,28
1524,M4,P04,2010,5,29
1525,M4,P04,2010,6,30
1526,M4,P04,2010,7,31
1527,M4,P04,2010,8,32
1528,M4,P04,2010,9,33
1529,M4,P04,2010,10,34
1530,M4,P04,2010,11,35
1531,M4,P04,2010,12,36
1532,M4,P04,2011,1,37
1533,M4,P04,2011,2,38
1534,M4,P04,2011,3,39
1535,M4,P04,2011,4,40
1536,M4,P04,2011,5,41
1537,M4,P04,2011,6,42
1538,M4,P04,2011,7,43
1539,M4,P05,2010,1,25
1540,M4,P05,2010,2,26
1541,M4,P05,2010,3,27
1542,M4,P05,2010,4,28
1543,M4,P05,2010,5,29
1544,M4,P05,2010,6,30
1545,M4,P05,2010,7,31
1546,M4,P05,2010,8,32
1547,M4,P05,2010,9,33
1548,M4,P05,2010,10,34
1549,M4,P05,2010,11,35
1550,M4,P05,2010,12,36
1551,M4,P05,2011,1,37
1552,M4,P05,2011,2,38
1553,M4,P05,2011,3,39
1554,M4,P05,2011,4,40
1555,M4,P05,2011,5,41
1556,M4,P05,2011,6,42
1557,M4,P05,2011,7,43
1558,M4,P06,2010,1,25
1559,M4,P06,2010,2,26
1560,M4,P06,2010,3,27
1561,M4,P06,2010,4,28
1562,M4,P06,2010,5,29
1563,M4,P06,2010,6,30
1564,M4,P06,2010,7,31
1565,M4,P06,2010,8,32
1566,M4,P06,2010,9,33
1567,M4,P06,2010,10,34
1568,M4,P06,2010,11,35
1569,M4,P06,2010,12,36
1570,M4,P06,2011,1,37
1571,M4,P06,2011,2,38
1572,M4,P06,2011,3,39
1573,M4,P06,2011,4,40
1574,M4,P06,2011,5,41
1575,M4,P06,2011,6,42
1576,M4,P06,2011,7,43
1577,M4,P09,2010,1,25
1578,M4,P09,2010,2,26
1579,M4,P09,2010,3,27
1580,M4,P09,2010,4,28
1581,M4,P09,2010,5,29
1582,M4,P09,2010,6,30
1583,M4,P09,2010,7,31
1584,M4,P09,2010,8,32
1585,M4,P09,2010,9,33
1586,M4,P09,2010,10,34
1587,M4,P09,2010,11,35
1588,M4,P09,2010,12,36
1589,M4,P09,2011,1,37
1590,M4,P09,2011,2,38
1591,M4,P09,2011,3,39
1592,M4,P09,2011,4,40
1593,M4,P09,2011,5,41
1594,M4,P09,2011,6,42
1595,M4,P09,2011,7,43
1596,M4,P10,2010,1,25
1597,M4,P10,2010,2,26
1598,M4,P10,2010,3,27
1599,M4,P10,2010,4,28
1600,M4,P10,2010,5,29
1601,M4,P10,2010,6,30
1602,M4,P10,2010,7,31
1603,M4,P10,2010,8,32
1604,M4,P10,2010,9,33
1605,M4,P10,2010,10,34
1606,M4,P10,2010,11,35
1607,M4,P10,2010,12,36
1608,M4,P10,2011,1,37
1609,M4,P10,2011,2,38
1610,M4,P10,2011,3,39
1611,M4,P10,2011,4,40
1612,M4,P10,2011,5,41
1613,M4,P10,2011,6,42
1614,M4,P10,2011,7,43
1615,M4,P11,2010,1,25
1616,M4,P11,2010,2,26
1617,M4,P11,2010,3,27
1618,M4,P11,2010,4,28
1619,M4,P11,2010,5,29
1620,M4,P11,2010,6,30
1621,M4,P11,2010,7,31
1622,M4,P11,2010,8,32
1623,M4,P11,2010,9,33
1624,M4,P11,2010,10,34
1625,M4,P11,2010,11,35
1626,M4,P11,2010,12,36
1627,M4,P11,2011,1,37
1628,M4,P11,2011,2,38
1629,M4,P11,2011,3,39
1630,M4,P11,2011,4,40
1631,M4,P11,2011,5,41
1632,M4,P11,2011,6,42
1633,M4,P11,2011,7,43
1634,M4,P12,2010,1,25
1635,M4,P12,2010,2,26
1636,M4,P12,2010,3,27
1637,M4,P12,2010,4,28
1638,M4,P12,2010,5,29
1639,M4,P12,2010,6,30
1640,M4,P12,2010,7,31
1641,M4,P12,2010,8,32
1642,M4,P12,2010,9,33
1643,M4,P12,2010,10,34
1644,M4,P12,2010,11,35
1645,M4,P12,2010,12,36
1646,M4,P12,2011,1,37
1647,M4,P12,2011,2,38
1648,M4,P12,2011,3,39
1649,M4,P12,2011,4,40
1650,M4,P12,2011,5,41
1651,M4,P12,2011,6,42
1652,M4,P12,2011,7,43
1653,M4,P13,2010,1,25
1654,M4,P13,2010,2,26
1655,M4,P13,2010,3,27
1656,M4,P13,2010,4,28
1657,M4,P13,2010,5,29
1658,M4,P13,2010,6,30
1659,M4,P13,2010,7,31
1660,M4,P13,2010,8,32
1661,M4,P13,2010,9,33
1662,M4,P13,2010,10,34
1663,M4,P13,2010,11,35
1664,M4,P13,2010,12,36
1665,M4,P13,2011,1,37
1666,M4,P13,2011,2,38
1667,M4,P13,2011,3,39
1668,M4,P13,2011,4,40
1669,M4,P13,2011,5,41
1670,M4,P13,2011,6,42
1671,M4,P13,2011,7,43
1672,M4,P15,2010,1,25
1673,M4,P15,2010,2,26
1674,M4,P15,2010,3,27
1675,M4,P15,2010,4,28
1676,M4,P15,2010,5,29
1677,M4,P15,2010,6,30
1678,M4,P15,2010,7,31
1679,M4,P15,2010,8,32
1680,M4,P15,2010,9,33
1681,M4,P15,2010,10,34
1682,M4,P15,2010,11,35
1683,M4,P15,2010,12,36
1684,M4,P15,2011,1,37
1685,M4,P15,2011,2,38
1686,M4,P15,2011,3,39
1687,M4,P15,2011,4,40
1688,M4,P15,2011,5,41
1689,M4,P15,2011,6,42
1690,M4,P15,2011,7,43
1691,M4,P16,2010,1,25
1692,M4,P16,2010,2,26
1693,M4,P16,2010,3,27
1694,M4,P16,2010,4,28
1695,M4,P16,2010,5,29
1696,M4,P16,2010,6,30
1697,M4,P16,2010,7,31
1698,M4,P16,2010,8,32
1699,M4,P16,2010,9,33
1700,M4,P16,2010,10,34
1701,M4,P16,2010,11,35
1702,M4,P16,2010,12,36
1703,M4,P16,2011,1,37
1704,M4,P16,2011,2,38
1705,M4,P16,2011,3,39
1706,M4,P16,2011,4,40
1707,M4,P16,2011,5,41
1708,M4,P16,2011,6,42
1709,M4,P16,2011,7,43
1710,M4,P17,2010,1,25
1711,M4,P17,2010,2,26
1712,M4,P17,2010,3,27
1713,M4,P17,2010,4,28
1714,M4,P17,2010,5,29
1715,M4,P17,2010,6,30
1716,M4,P17,2010,7,31
1717,M4,P17,2010,8,32
1718,M4,P17,2010,9,33
1719,M4,P17,2010,10,34
1720,M4,P17,2010,11,35
1721,M4,P17,2010,12,36
1722,M4,P17,2011,1,37
1723,M4,P17,2011,2,38
1724,M4,P17,2011,3,39
1725,M4,P17,2011,4,40
1726,M4,P17,2011,5,41
1727,M4,P17,2011,6,42
1728,M4,P17,2011,7,43
1729,M4,P19,2010,1,25
1730,M4,P19,2010,2,26
1731,M4,P19,2010,3,27
1732,M4,P19,2010,4,28
1733,M4,P19,2010,5,29
1734,M4,P19,2010,6,30
1735,M4,P19,2010,7,31
1736,M4,P19,2010,8,32
1737,M4,P19,2010,9,33
1738,M4,P19,2010,10,34
1739,M4,P19,2010,11,35
1740,M4,P19,2010,12,36
1741,M4,P19,2011,1,37
1742,M4,P19,2011,2,38
1743,M4,P19,2011,3,39
1744,M4,P19,2011,4,40
1745,M4,P19,2011,5,41
1746,M4,P19,2011,6,42
1747,M4,P19,2011,7,43
1748,M4,P20,2010,1,25
1749,M4,P20,2010,2,26
1750,M4,P20,2010,3,27
1751,M4,P20,2010,4,28
1752,M4,P20,2010,5,29
1753,M4,P20,2010,6,30
1754,M4,P20,2010,7,31
1755,M4,P20,2010,8,32
1756,M4,P20,2010,9,33
1757,M4,P20,2010,10,34
1758,M4,P20,2010,11,35
1759,M4,P20,2010,12,36
1760,M4,P20,2011,1,37
1761,M4,P20,2011,2,38
1762,M4,P20,2011,3,39
1763,M4,P20,2011,4,40
1764,M4,P20,2011,5,41
1765,M4,P20,2011,6,42
1766,M4,P20,2011,7,43
1767,M4,P21,2010,1,25
1768,M4,P21,2010,2,26
1769,M4,P21,2010,3,27
1770,M4,P21,2010,4,28
1771,M4,P21,2010,5,29
1772,M4,P21,2010,6,30
1773,M4,P21,2010,7,31
1774,M4,P21,2010,8,32
1775,M4,P21,2010,9,33
1776,M4,P21,2010,10,34
1777,M4,P21,2010,11,35
1778,M4,P21,2010,12,36
1779,M4,P21,2011,1,37
1780,M4,P21,2011,2,38
1781,M4,P21,2011,3,39
1782,M4,P21,2011,4,40
1783,M4,P21,2011,5,41
1784,M4,P21,2011,6,42
1785,M4,P21,2011,7,43
1786,M4,P22,2010,1,25
1787,M4,P22,2010,2,26
1788,M4,P22,2010,3,27
1789,M4,P22,2010,4,28
1790,M4,P22,2010,5,29
1791,M4,P22,2010,6,30
1792,M4,P22,2010,7,31
1793,M4,P22,2010,8,32
1794,M4,P22,2010,9,33
1795,M4,P22,2010,10,34
1796,M4,P22,2010,11,35
1797,M4,P22,2010,12,36
1798,M4,P22,2011,1,37
1799,M4,P22,2011,2,38
1800,M4,P22,2011,3,39
1801,M4,P22,2011,4,40
1802,M4,P22,2011,5,41
1803,M4,P22,2011,6,42
1804,M4,P22,2011,7,43
1805,M4,P24,2010,1,25
1806,M4,P24,2010,2,26
1807,M4,P24,2010,3,27
1808,M4,P24,2010,4,28
