,module_category,component_category,year,month,number_repair,time
1996,M3,P21,2007,8,188,-4
1997,M3,P21,2007,9,187,-3
1998,M3,P21,2007,10,212,-2
1999,M3,P21,2007,11,130,-1
2000,M3,P21,2007,12,191,0
2001,M3,P21,2008,1,125,1
2002,M3,P21,2008,2,93,2
2003,M3,P21,2008,3,79,3
2004,M3,P21,2008,4,54,4
2005,M3,P21,2008,5,42,5
2006,M3,P21,2008,6,32,6
2007,M3,P21,2008,7,29,7
2008,M3,P21,2008,8,34,8
2009,M3,P21,2008,9,36,9
2010,M3,P21,2008,10,28,10
2011,M3,P21,2008,11,25,11
2012,M3,P21,2008,12,21,12
2013,M3,P21,2009,1,18,13
2014,M3,P21,2009,2,17,14
2015,M3,P21,2009,3,15,15
2016,M3,P21,2009,4,12,16
2017,M3,P21,2009,5,7,17
2018,M3,P21,2009,6,5,18
2019,M3,P21,2009,7,6,19
2020,M3,P21,2009,8,7,20
2021,M3,P21,2009,9,3,21
2022,M3,P21,2009,10,6,22
2023,M3,P21,2009,11,2,23
2024,M3,P22,2006,12,1,-12
2025,M3,P22,2007,1,4,-11
2026,M3,P22,2007,2,4,-10
2027,M3,P22,2007,3,9,-9
2028,M3,P22,2007,4,7,-8
2029,M3,P22,2007,5,10,-7
2030,M3,P22,2007,6,18,-6
2031,M3,P22,2007,7,14,-5
2032,M3,P22,2007,8,15,-4
2033,M3,P22,2007,9,19,-3
2034,M3,P22,2007,10,24,-2
2035,M3,P22,2007,11,22,-1
2036,M3,P22,2007,12,11,0
2037,M3,P22,2008,1,16,1
2038,M3,P22,2008,2,17,2
2039,M3,P22,2008,3,31,3
2040,M3,P22,2008,4,30,4
2041,M3,P22,2008,5,23,5
2042,M3,P22,2008,6,29,6
2043,M3,P22,2008,7,25,7
2044,M3,P22,2008,8,20,8
2045,M3,P22,2008,9,22,9
2046,M3,P22,2008,10,27,10
2047,M3,P22,2008,11,32,11
2048,M3,P22,2008,12,25,12
2049,M3,P22,2009,1,35,13
2050,M3,P22,2009,2,20,14
2051,M3,P22,2009,3,11,15
2052,M3,P22,2009,4,10,16
2053,M3,P22,2009,5,14,17
2054,M3,P22,2009,6,6,18
2055,M3,P22,2009,7,9,19
2056,M3,P22,2009,8,5,20
2057,M3,P22,2009,9,3,21
2058,M3,P22,2009,10,2,22
2059,M3,P22,2009,11,1,23
2060,M3,P23,2008,2,1,2
2061,M3,P24,2006,11,8,-13
2062,M3,P24,2006,12,22,-12
2063,M3,P24,2007,1,33,-11
2064,M3,P24,2007,2,37,-10
2065,M3,P24,2007,3,45,-9
2066,M3,P24,2007,4,48,-8
2067,M3,P24,2007,5,42,-7
2068,M3,P24,2007,6,46,-6
2069,M3,P24,2007,7,48,-5
2070,M3,P24,2007,8,58,-4
2071,M3,P24,2007,9,62,-3
2072,M3,P24,2007,10,68,-2
2073,M3,P24,2007,11,70,-1
2074,M3,P24,2007,12,58,0
2075,M3,P24,2008,1,90,1
2076,M3,P24,2008,2,86,2
2077,M3,P24,2008,3,112,3
2078,M3,P24,2008,4,81,4
2079,M3,P24,2008,5,78,5
2080,M3,P24,2008,6,100,6
2081,M3,P24,2008,7,109,7
2082,M3,P24,2008,8,103,8
2083,M3,P24,2008,9,113,9
2084,M3,P24,2008,10,100,10
2085,M3,P24,2008,11,163,11
2086,M3,P24,2008,12,112,12
2087,M3,P24,2009,1,95,13
2088,M3,P24,2009,2,73,14
2089,M3,P24,2009,3,52,15
2090,M3,P24,2009,4,42,16
2091,M3,P24,2009,5,32,17
2092,M3,P24,2009,6,29,18
2093,M3,P24,2009,7,20,19
2094,M3,P24,2009,8,18,20
2095,M3,P24,2009,9,11,21
2096,M3,P24,2009,10,7,22
2097,M3,P24,2009,11,4,23
2098,M3,P24,2009,12,1,24
2099,M3,P25,2006,12,5,-12
2100,M3,P25,2007,1,2,-11
2101,M3,P25,2007,2,6,-10
2102,M3,P25,2007,3,3,-9
2103,M3,P25,2007,4,6,-8
2104,M3,P25,2007,5,4,-7
2105,M3,P25,2007,6,3,-6
2106,M3,P25,2007,7,6,-5
2107,M3,P25,2007,8,12,-4
2108,M3,P25,2007,9,9,-3
2109,M3,P25,2007,10,8,-2
2110,M3,P25,2007,11,8,-1
2111,M3,P25,2007,12,6,0
2112,M3,P25,2008,1,7,1
2113,M3,P25,2008,2,10,2
2114,M3,P25,2008,3,7,3
2115,M3,P25,2008,4,2,4
2116,M3,P25,2008,5,3,5
2117,M3,P25,2008,6,8,6
2118,M3,P25,2008,7,7,7
2119,M3,P25,2008,8,4,8
2120,M3,P25,2008,9,4,9
2121,M3,P25,2008,10,1,10
2122,M3,P25,2008,11,10,11
2123,M3,P25,2008,12,5,12
2124,M3,P25,2009,1,2,13
2125,M3,P25,2009,2,3,14
2126,M3,P25,2009,3,1,15
2127,M3,P25,2009,4,3,16
2128,M3,P25,2009,5,6,17
2129,M3,P25,2009,6,1,18
2130,M3,P25,2009,9,1,21
2131,M3,P26,2006,11,4,-13
2132,M3,P26,2006,12,9,-12
2133,M3,P26,2007,1,33,-11
2134,M3,P26,2007,2,54,-10
2135,M3,P26,2007,3,70,-9
2136,M3,P26,2007,4,118,-8
2137,M3,P26,2007,5,70,-7
2138,M3,P26,2007,6,90,-6
2139,M3,P26,2007,7,108,-5
2140,M3,P26,2007,8,135,-4
2141,M3,P26,2007,9,126,-3
2142,M3,P26,2007,10,211,-2
2143,M3,P26,2007,11,131,-1
2144,M3,P26,2007,12,224,0
2145,M3,P26,2008,1,158,1
2146,M3,P26,2008,2,184,2
2147,M3,P26,2008,3,270,3
2148,M3,P26,2008,4,200,4
2149,M3,P26,2008,5,145,5
2150,M3,P26,2008,6,159,6
2151,M3,P26,2008,7,144,7
2152,M3,P26,2008,8,187,8
2153,M3,P26,2008,9,153,9
2154,M3,P26,2008,10,163,10
2155,M3,P26,2008,11,204,11
2156,M3,P26,2008,12,88,12
2157,M3,P26,2009,1,69,13
2158,M3,P26,2009,2,37,14
2159,M3,P26,2009,3,23,15
2160,M3,P26,2009,4,23,16
2161,M3,P26,2009,5,10,17
2162,M3,P26,2009,6,11,18
2163,M3,P26,2009,7,5,19
2164,M3,P26,2009,8,9,20
2165,M3,P26,2009,9,7,21
2166,M3,P26,2009,10,3,22
2167,M3,P26,2009,11,4,23
2168,M3,P26,2009,12,1,24
2169,M3,P27,2007,9,1,-3
2170,M3,P28,2006,10,3,-14
2171,M3,P28,2006,11,8,-13
2172,M3,P28,2006,12,15,-12
2173,M3,P28,2007,1,37,-11
2174,M3,P28,2007,2,43,-10
2175,M3,P28,2007,3,50,-9
2176,M3,P28,2007,4,60,-8
2177,M3,P28,2007,5,41,-7
2178,M3,P28,2007,6,49,-6
2179,M3,P28,2007,7,74,-5
2180,M3,P28,2007,8,52,-4
2181,M3,P28,2007,9,60,-3
2182,M3,P28,2007,10,76,-2
2183,M3,P28,2007,11,73,-1
2184,M3,P28,2007,12,61,0
2185,M3,P28,2008,1,57,1
2186,M3,P28,2008,2,82,2
2187,M3,P28,2008,3,117,3
2188,M3,P28,2008,4,68,4
2189,M3,P28,2008,5,77,5
2190,M3,P28,2008,6,85,6
2191,M3,P28,2008,7,84,7
2192,M3,P28,2008,8,92,8
2193,M3,P28,2008,9,73,9
2194,M3,P28,2008,10,78,10
2195,M3,P28,2008,11,81,11
2196,M3,P28,2008,12,59,12
2197,M3,P28,2009,1,41,13
2198,M3,P28,2009,2,40,14
2199,M3,P28,2009,3,22,15
2200,M3,P28,2009,4,16,16
2201,M3,P28,2009,5,12,17
2202,M3,P28,2009,6,8,18
2203,M3,P28,2009,7,7,19
2204,M3,P28,2009,8,6,20
2205,M3,P28,2009,9,4,21
2206,M3,P28,2009,10,4,22
2207,M3,P28,2009,11,3,23
2208,M3,P28,2009,12,2,24
2209,M3,P30,2006,11,4,-13
2210,M3,P30,2006,12,17,-12
2211,M3,P30,2007,1,43,-11
2212,M3,P30,2007,2,51,-10
2213,M3,P30,2007,3,60,-9
2214,M3,P30,2007,4,56,-8
2215,M3,P30,2007,5,54,-7
2216,M3,P30,2007,6,58,-6
2217,M3,P30,2007,7,67,-5
2218,M3,P30,2007,8,50,-4
2219,M3,P30,2007,9,46,-3
2220,M3,P30,2007,10,56,-2
2221,M3,P30,2007,11,48,-1
2222,M3,P30,2007,12,48,0
2223,M3,P30,2008,1,45,1
2224,M3,P30,2008,2,57,2
2225,M3,P30,2008,3,35,3
2226,M3,P30,2008,4,32,4
2227,M3,P30,2008,5,34,5
2228,M3,P30,2008,6,49,6
2229,M3,P30,2008,7,43,7
2230,M3,P30,2008,8,32,8
2231,M3,P30,2008,9,27,9
2232,M3,P30,2008,10,30,10
2233,M3,P30,2008,11,28,11
2234,M3,P30,2008,12,21,12
2235,M3,P30,2009,1,17,13
2236,M3,P30,2009,2,6,14
2237,M3,P30,2009,3,13,15
2238,M3,P30,2009,4,4,16
2239,M3,P30,2009,5,9,17
2240,M3,P30,2009,6,7,18
2241,M3,P30,2009,7,5,19
2242,M3,P30,2009,8,4,20
2243,M3,P30,2009,9,1,21
2244,M3,P30,2009,10,5,22
2245,M3,P30,2009,12,2,24
2246,M3,P31,2006,12,2,-12
2247,M3,P31,2007,1,7,-11
2248,M3,P31,2007,2,11,-10
2249,M3,P31,2007,3,12,-9
2250,M3,P31,2007,4,12,-8
2251,M3,P31,2007,5,5,-7
2252,M3,P31,2007,6,8,-6
2253,M3,P31,2007,7,9,-5
2254,M3,P31,2007,8,7,-4
2255,M3,P31,2007,9,10,-3
2256,M3,P31,2007,10,8,-2
2257,M3,P31,2007,11,6,-1
2258,M3,P31,2007,12,7,0
2259,M3,P31,2008,1,11,1
2260,M3,P31,2008,2,8,2
2261,M3,P31,2008,3,7,3
2262,M3,P31,2008,4,8,4
2263,M3,P31,2008,5,5,5
2264,M3,P31,2008,6,4,6
2265,M3,P31,2008,7,3,7
2266,M3,P31,2008,9,5,9
2267,M3,P31,2008,10,2,10
2268,M3,P31,2008,11,6,11
2269,M3,P31,2008,12,8,12
2270,M3,P31,2009,1,4,13
2271,M3,P31,2009,2,1,14
2272,M3,P31,2009,3,5,15
2273,M3,P31,2009,4,1,16
2274,M3,P31,2009,5,3,17
2275,M3,P31,2009,6,4,18
2276,M3,P31,2009,9,1,21
2277,M4,P01,2005,4,1,-32
2278,M4,P01,2006,2,7,-22
2279,M4,P01,2006,3,4,-21
2280,M4,P01,2006,7,1,-17
2281,M4,P01,2006,10,1,-14
2282,M4,P01,2007,2,1,-10
2283,M4,P01,2007,3,1,-9
2284,M4,P01,2009,7,1,19
2285,M4,P01,2009,8,2,20
2286,M4,P02,2005,4,6,-32
2287,M4,P02,2005,5,8,-31
2288,M4,P02,2005,6,15,-30
2289,M4,P02,2005,7,26,-29
2290,M4,P02,2005,8,26,-28
2291,M4,P02,2005,9,19,-27
2292,M4,P02,2005,10,15,-26
2293,M4,P02,2005,11,36,-25
2294,M4,P02,2005,12,19,-24
2295,M4,P02,2006,1,29,-23
2296,M4,P02,2006,2,34,-22
2297,M4,P02,2006,3,45,-21
2298,M4,P02,2006,4,44,-20
2299,M4,P02,2006,5,29,-19
2300,M4,P02,2006,6,30,-18
2301,M4,P02,2006,7,23,-17
2302,M4,P02,2006,8,27,-16
2303,M4,P02,2006,9,44,-15
2304,M4,P02,2006,10,37,-14
2305,M4,P02,2006,11,38,-13
2306,M4,P02,2006,12,40,-12
2307,M4,P02,2007,1,28,-11
2308,M4,P02,2007,2,32,-10
2309,M4,P02,2007,3,38,-9
2310,M4,P02,2007,4,43,-8
2311,M4,P02,2007,5,25,-7
2312,M4,P02,2007,6,34,-6
2313,M4,P02,2007,7,32,-5
2314,M4,P02,2007,8,22,-4
2315,M4,P02,2007,9,35,-3
2316,M4,P02,2007,10,27,-2
2317,M4,P02,2007,11,14,-1
2318,M4,P02,2007,12,22,0
2319,M4,P02,2008,1,12,1
2320,M4,P02,2008,2,11,2
2321,M4,P02,2008,3,13,3
2322,M4,P02,2008,4,7,4
2323,M4,P02,2008,5,4,5
2324,M4,P02,2008,6,4,6
2325,M4,P02,2008,7,2,7
2326,M4,P02,2008,8,5,8
2327,M4,P02,2008,10,1,10
2328,M4,P02,2009,3,2,15
2329,M4,P02,2009,4,1,16
2330,M4,P04,2005,4,6,-32
2331,M4,P04,2005,5,13,-31
2332,M4,P04,2005,6,21,-30
2333,M4,P04,2005,7,29,-29
2334,M4,P04,2005,8,26,-28
2335,M4,P04,2005,9,37,-27
2336,M4,P04,2005,10,41,-26
2337,M4,P04,2005,11,48,-25
2338,M4,P04,2005,12,44,-24
2339,M4,P04,2006,1,35,-23
2340,M4,P04,2006,2,48,-22
2341,M4,P04,2006,3,69,-21
2342,M4,P04,2006,4,87,-20
2343,M4,P04,2006,5,70,-19
2344,M4,P04,2006,6,27,-18
2345,M4,P04,2006,7,34,-17
2346,M4,P04,2006,8,29,-16
2347,M4,P04,2006,9,31,-15
2348,M4,P04,2006,10,47,-14
2349,M4,P04,2006,11,48,-13
2350,M4,P04,2006,12,43,-12
2351,M4,P04,2007,1,37,-11
2352,M4,P04,2007,2,49,-10
2353,M4,P04,2007,3,66,-9
2354,M4,P04,2007,4,62,-8
2355,M4,P04,2007,5,46,-7
2356,M4,P04,2007,6,59,-6
2357,M4,P04,2007,7,68,-5
2358,M4,P04,2007,8,78,-4
2359,M4,P04,2007,9,69,-3
2360,M4,P04,2007,10,58,-2
2361,M4,P04,2007,11,32,-1
2362,M4,P04,2007,12,21,0
2363,M4,P04,2008,1,15,1
2364,M4,P04,2008,2,18,2
2365,M4,P04,2008,3,22,3
2366,M4,P04,2008,4,11,4
2367,M4,P04,2008,5,10,5
2368,M4,P04,2008,6,12,6
2369,M4,P04,2008,7,7,7
2370,M4,P04,2008,8,7,8
2371,M4,P04,2008,9,4,9
2372,M4,P04,2008,10,2,10
2373,M4,P04,2008,11,2,11
2374,M4,P04,2008,12,8,12
2375,M4,P04,2009,1,4,13
2376,M4,P04,2009,2,1,14
2377,M4,P04,2009,3,4,15
2378,M4,P04,2009,4,6,16
2379,M4,P04,2009,5,1,17
2380,M4,P04,2009,6,2,18
2381,M4,P04,2009,7,3,19
2382,M4,P04,2009,8,2,20
2383,M4,P04,2009,9,1,21
2384,M4,P04,2009,11,1,23
2385,M4,P04,2009,12,1,24
2386,M4,P05,2005,3,1,-33
2387,M4,P05,2005,4,1,-32
2388,M4,P05,2005,5,3,-31
2389,M4,P05,2005,6,6,-30
2390,M4,P05,2005,7,2,-29
2391,M4,P05,2005,8,16,-28
2392,M4,P05,2005,9,13,-27
2393,M4,P05,2005,10,18,-26
2394,M4,P05,2005,11,15,-25
2395,M4,P05,2005,12,9,-24
2396,M4,P05,2006,1,22,-23
2397,M4,P05,2006,2,27,-22
2398,M4,P05,2006,3,26,-21
2399,M4,P05,2006,4,40,-20
2400,M4,P05,2006,5,20,-19
2401,M4,P05,2006,6,18,-18
2402,M4,P05,2006,7,19,-17
2403,M4,P05,2006,8,15,-16
2404,M4,P05,2006,9,22,-15
2405,M4,P05,2006,10,25,-14
2406,M4,P05,2006,11,20,-13
2407,M4,P05,2006,12,15,-12
2408,M4,P05,2007,1,15,-11
2409,M4,P05,2007,2,16,-10
2410,M4,P05,2007,3,25,-9
2411,M4,P05,2007,4,14,-8
2412,M4,P05,2007,5,10,-7
2413,M4,P05,2007,6,18,-6
2414,M4,P05,2007,7,12,-5
2415,M4,P05,2007,8,11,-4
2416,M4,P05,2007,9,14,-3
2417,M4,P05,2007,10,5,-2
2418,M4,P05,2007,11,14,-1
2419,M4,P05,2007,12,6,0
2420,M4,P05,2008,1,5,1
2421,M4,P05,2008,2,4,2
2422,M4,P05,2008,3,6,3
2423,M4,P05,2008,4,5,4
2424,M4,P05,2008,5,1,5
2425,M4,P05,2008,6,1,6
2426,M4,P05,2008,7,2,7
2427,M4,P05,2008,8,1,8
2428,M4,P05,2008,9,2,9
2429,M4,P05,2009,1,1,13
2430,M4,P05,2009,3,2,15
2431,M4,P05,2009,5,1,17
2432,M4,P05,2009,9,1,21
2433,M4,P05,2009,11,1,23
2434,M4,P06,2005,3,31,-33
2435,M4,P06,2005,4,72,-32
2436,M4,P06,2005,5,82,-31
2437,M4,P06,2005,6,79,-30
2438,M4,P06,2005,7,119,-29
2439,M4,P06,2005,8,162,-28
2440,M4,P06,2005,9,250,-27
2441,M4,P06,2005,10,282,-26
2442,M4,P06,2005,11,316,-25
2443,M4,P06,2005,12,204,-24
2444,M4,P06,2006,1,240,-23
2445,M4,P06,2006,2,202,-22
2446,M4,P06,2006,3,309,-21
2447,M4,P06,2006,4,384,-20
2448,M4,P06,2006,5,355,-19
2449,M4,P06,2006,6,423,-18
2450,M4,P06,2006,7,397,-17
2451,M4,P06,2006,8,326,-16
2452,M4,P06,2006,9,450,-15
2453,M4,P06,2006,10,579,-14
2454,M4,P06,2006,11,668,-13
2455,M4,P06,2006,12,622,-12
2456,M4,P06,2007,1,498,-11
2457,M4,P06,2007,2,564,-10
2458,M4,P06,2007,3,622,-9
2459,M4,P06,2007,4,527,-8
2460,M4,P06,2007,5,385,-7
2461,M4,P06,2007,6,405,-6
2462,M4,P06,2007,7,387,-5
2463,M4,P06,2007,8,372,-4
2464,M4,P06,2007,9,346,-3
2465,M4,P06,2007,10,368,-2
2466,M4,P06,2007,11,374,-1
2467,M4,P06,2007,12,328,0
2468,M4,P06,2008,1,288,1
2469,M4,P06,2008,2,193,2
2470,M4,P06,2008,3,178,3
2471,M4,P06,2008,4,109,4
2472,M4,P06,2008,5,65,5
2473,M4,P06,2008,6,53,6
2474,M4,P06,2008,7,28,7
2475,M4,P06,2008,8,45,8
2476,M4,P06,2008,9,31,9
2477,M4,P06,2008,10,29,10
2478,M4,P06,2008,11,48,11
2479,M4,P06,2008,12,38,12
2480,M4,P06,2009,1,29,13
2481,M4,P06,2009,2,16,14
2482,M4,P06,2009,3,27,15
2483,M4,P06,2009,4,18,16
2484,M4,P06,2009,5,12,17
2485,M4,P06,2009,6,12,18
2486,M4,P06,2009,7,13,19
2487,M4,P06,2009,8,15,20
2488,M4,P06,2009,9,12,21
2489,M4,P06,2009,10,8,22
2490,M4,P06,2009,11,18,23
2491,M4,P06,2009,12,25,24
2492,M4,P09,2005,4,9,-32
2493,M4,P09,2005,5,8,-31
2494,M4,P09,2005,6,16,-30
2495,M4,P09,2005,7,40,-29
2496,M4,P09,2005,8,41,-28
2497,M4,P09,2005,9,36,-27
2498,M4,P09,2005,10,50,-26
2499,M4,P09,2005,11,69,-25
2500,M4,P09,2005,12,55,-24
2501,M4,P09,2006,1,68,-23
2502,M4,P09,2006,2,62,-22
2503,M4,P09,2006,3,118,-21
2504,M4,P09,2006,4,68,-20
2505,M4,P09,2006,5,85,-19
2506,M4,P09,2006,6,63,-18
2507,M4,P09,2006,7,87,-17
2508,M4,P09,2006,8,90,-16
2509,M4,P09,2006,9,91,-15
2510,M4,P09,2006,10,97,-14
2511,M4,P09,2006,11,120,-13
2512,M4,P09,2006,12,111,-12
2513,M4,P09,2007,1,130,-11
2514,M4,P09,2007,2,145,-10
2515,M4,P09,2007,3,176,-9
2516,M4,P09,2007,4,145,-8
2517,M4,P09,2007,5,110,-7
2518,M4,P09,2007,6,119,-6
2519,M4,P09,2007,7,131,-5
2520,M4,P09,2007,8,83,-4
2521,M4,P09,2007,9,125,-3
2522,M4,P09,2007,10,111,-2
2523,M4,P09,2007,11,86,-1
2524,M4,P09,2007,12,69,0
2525,M4,P09,2008,1,83,1
2526,M4,P09,2008,2,37,2
2527,M4,P09,2008,3,48,3
2528,M4,P09,2008,4,42,4
2529,M4,P09,2008,5,12,5
2530,M4,P09,2008,6,10,6
2531,M4,P09,2008,7,9,7
2532,M4,P09,2008,8,11,8
2533,M4,P09,2008,9,5,9
2534,M4,P09,2008,10,5,10
2535,M4,P09,2008,11,3,11
2536,M4,P09,2008,12,6,12
2537,M4,P09,2009,1,9,13
2538,M4,P09,2009,2,7,14
2539,M4,P09,2009,3,5,15
2540,M4,P09,2009,4,5,16
2541,M4,P09,2009,5,6,17
2542,M4,P09,2009,6,2,18
2543,M4,P09,2009,7,4,19
2544,M4,P09,2009,8,1,20
2545,M4,P09,2009,9,4,21
2546,M4,P09,2009,10,3,22
2547,M4,P09,2009,11,4,23
2548,M4,P09,2009,12,5,24
2549,M4,P10,2005,12,1,-24
2550,M4,P10,2006,1,1,-23
2551,M4,P10,2006,12,1,-12
2552,M4,P10,2008,11,1,11
2553,M4,P10,2009,6,1,18
2554,M4,P11,2005,2,1,-34
2555,M4,P11,2005,4,3,-32
2556,M4,P11,2005,5,2,-31
2557,M4,P11,2005,6,5,-30
2558,M4,P11,2005,7,8,-29
2559,M4,P11,2005,8,5,-28
2560,M4,P11,2005,9,19,-27
2561,M4,P11,2005,10,9,-26
2562,M4,P11,2005,11,19,-25
2563,M4,P11,2005,12,10,-24
2564,M4,P11,2006,1,12,-23
2565,M4,P11,2006,2,18,-22
2566,M4,P11,2006,3,17,-21
2567,M4,P11,2006,4,12,-20
2568,M4,P11,2006,5,14,-19
2569,M4,P11,2006,6,11,-18
2570,M4,P11,2006,7,14,-17
2571,M4,P11,2006,8,9,-16
2572,M4,P11,2006,9,15,-15
2573,M4,P11,2006,10,16,-14
2574,M4,P11,2006,11,12,-13
2575,M4,P11,2006,12,13,-12
2576,M4,P11,2007,1,15,-11
2577,M4,P11,2007,2,16,-10
2578,M4,P11,2007,3,14,-9
2579,M4,P11,2007,4,12,-8
2580,M4,P11,2007,5,8,-7
2581,M4,P11,2007,6,10,-6
2582,M4,P11,2007,7,6,-5
2583,M4,P11,2007,8,9,-4
2584,M4,P11,2007,9,7,-3
2585,M4,P11,2007,10,9,-2
2586,M4,P11,2007,11,3,-1
2587,M4,P11,2007,12,6,0
2588,M4,P11,2008,1,2,1
2589,M4,P11,2008,2,4,2
2590,M4,P11,2008,3,2,3
2591,M4,P11,2008,4,3,4
2592,M4,P11,2008,5,2,5
2593,M4,P11,2008,6,3,6
2594,M4,P11,2008,8,1,8
2595,M4,P11,2008,9,1,9
2596,M4,P11,2008,12,1,12
2597,M4,P11,2009,1,1,13
2598,M4,P11,2009,3,3,15
2599,M4,P11,2009,6,1,18
2600,M4,P11,2009,7,1,19
2601,M4,P11,2009,8,1,20
2602,M4,P11,2009,12,1,24
2603,M4,P12,2005,3,9,-33
2604,M4,P12,2005,4,42,-32
2605,M4,P12,2005,5,76,-31
2606,M4,P12,2005,6,145,-30
2607,M4,P12,2005,7,180,-29
2608,M4,P12,2005,8,253,-28
2609,M4,P12,2005,9,248,-27
2610,M4,P12,2005,10,287,-26
2611,M4,P12,2005,11,348,-25
2612,M4,P12,2005,12,310,-24
2613,M4,P12,2006,1,376,-23
2614,M4,P12,2006,2,457,-22
2615,M4,P12,2006,3,555,-21
2616,M4,P12,2006,4,440,-20
2617,M4,P12,2006,5,315,-19
2618,M4,P12,2006,6,267,-18
2619,M4,P12,2006,7,349,-17
2620,M4,P12,2006,8,322,-16
2621,M4,P12,2006,9,289,-15
2622,M4,P12,2006,10,232,-14
2623,M4,P12,2006,11,199,-13
2624,M4,P12,2006,12,183,-12
2625,M4,P12,2007,1,257,-11
2626,M4,P12,2007,2,299,-10
2627,M4,P12,2007,3,236,-9
2628,M4,P12,2007,4,248,-8
2629,M4,P12,2007,5,215,-7
2630,M4,P12,2007,6,245,-6
2631,M4,P12,2007,7,254,-5
2632,M4,P12,2007,8,287,-4
2633,M4,P12,2007,9,227,-3
2634,M4,P12,2007,10,242,-2
2635,M4,P12,2007,11,149,-1
2636,M4,P12,2007,12,138,0
2637,M4,P12,2008,1,108,1
2638,M4,P12,2008,2,81,2
2639,M4,P12,2008,3,78,3
2640,M4,P12,2008,4,47,4
2641,M4,P12,2008,5,34,5
2642,M4,P12,2008,6,40,6
2643,M4,P12,2008,7,33,7
2644,M4,P12,2008,8,30,8
2645,M4,P12,2008,9,37,9
2646,M4,P12,2008,10,42,10
2647,M4,P12,2008,11,59,11
2648,M4,P12,2008,12,77,12
2649,M4,P12,2009,1,64,13
2650,M4,P12,2009,2,42,14
2651,M4,P12,2009,3,22,15
2652,M4,P12,2009,4,16,16
2653,M4,P12,2009,5,10,17
2654,M4,P12,2009,6,13,18
2655,M4,P12,2009,7,13,19
2656,M4,P12,2009,8,13,20
2657,M4,P12,2009,9,17,21
2658,M4,P12,2009,10,9,22
2659,M4,P12,2009,11,7,23
2660,M4,P12,2009,12,6,24
2661,M4,P13,2005,3,1,-33
2662,M4,P13,2005,4,5,-32
2663,M4,P13,2005,5,10,-31
2664,M4,P13,2005,6,20,-30
2665,M4,P13,2005,7,31,-29
2666,M4,P13,2005,8,36,-28
2667,M4,P13,2005,9,26,-27
2668,M4,P13,2005,10,38,-26
2669,M4,P13,2005,11,57,-25
2670,M4,P13,2005,12,34,-24
2671,M4,P13,2006,1,33,-23
2672,M4,P13,2006,2,40,-22
2673,M4,P13,2006,3,71,-21
2674,M4,P13,2006,4,80,-20
2675,M4,P13,2006,5,58,-19
2676,M4,P13,2006,6,23,-18
2677,M4,P13,2006,7,28,-17
2678,M4,P13,2006,8,23,-16
2679,M4,P13,2006,9,18,-15
2680,M4,P13,2006,10,17,-14
2681,M4,P13,2006,11,31,-13
2682,M4,P13,2006,12,36,-12
2683,M4,P13,2007,1,26,-11
2684,M4,P13,2007,2,29,-10
2685,M4,P13,2007,3,28,-9
2686,M4,P13,2007,4,23,-8
2687,M4,P13,2007,5,15,-7
2688,M4,P13,2007,6,17,-6
2689,M4,P13,2007,7,22,-5
2690,M4,P13,2007,8,20,-4
2691,M4,P13,2007,9,20,-3
2692,M4,P13,2007,10,18,-2
2693,M4,P13,2007,11,18,-1
2694,M4,P13,2007,12,14,0
2695,M4,P13,2008,1,13,1
2696,M4,P13,2008,2,9,2
2697,M4,P13,2008,3,12,3
2698,M4,P13,2008,4,6,4
2699,M4,P13,2008,5,6,5
2700,M4,P13,2008,6,2,6
2701,M4,P13,2008,7,3,7
2702,M4,P13,2008,8,4,8
2703,M4,P13,2008,9,4,9
2704,M4,P13,2008,10,3,10
2705,M4,P13,2008,11,1,11
2706,M4,P13,2008,12,3,12
2707,M4,P13,2009,3,2,15
2708,M4,P15,2005,3,4,-33
2709,M4,P15,2005,4,4,-32
2710,M4,P15,2005,5,6,-31
2711,M4,P15,2005,6,15,-30
2712,M4,P15,2005,7,21,-29
2713,M4,P15,2005,8,37,-28
2714,M4,P15,2005,9,27,-27
2715,M4,P15,2005,10,28,-26
2716,M4,P15,2005,11,34,-25
2717,M4,P15,2005,12,26,-24
2718,M4,P15,2006,1,47,-23
2719,M4,P15,2006,2,40,-22
2720,M4,P15,2006,3,59,-21
2721,M4,P15,2006,4,56,-20
2722,M4,P15,2006,5,58,-19
2723,M4,P15,2006,6,60,-18
2724,M4,P15,2006,7,77,-17
2725,M4,P15,2006,8,70,-16
2726,M4,P15,2006,9,73,-15
2727,M4,P15,2006,10,55,-14
2728,M4,P15,2006,11,71,-13
2729,M4,P15,2006,12,54,-12
2730,M4,P15,2007,1,67,-11
2731,M4,P15,2007,2,82,-10
2732,M4,P15,2007,3,73,-9
2733,M4,P15,2007,4,69,-8
2734,M4,P15,2007,5,50,-7
2735,M4,P15,2007,6,53,-6
2736,M4,P15,2007,7,43,-5
2737,M4,P15,2007,8,61,-4
2738,M4,P15,2007,9,55,-3
2739,M4,P15,2007,10,40,-2
2740,M4,P15,2007,11,40,-1
2741,M4,P15,2007,12,19,0
2742,M4,P15,2008,1,19,1
2743,M4,P15,2008,2,14,2
2744,M4,P15,2008,3,13,3
2745,M4,P15,2008,4,9,4
2746,M4,P15,2008,5,11,5
2747,M4,P15,2008,6,5,6
2748,M4,P15,2008,7,4,7
2749,M4,P15,2008,8,6,8
